frame_idx,time_s,cell_idx,density,acceleration,entropy,score,category
30,1.000,6,2.0,3.0,0.0,0.0,Green
30,1.000,7,6.0,2.0,0.0,0.0,Green
30,1.000,8,3.0,1.0,0.0,0.0,Green
30,1.000,9,1.0,-2.0,0.0,0.0,Green
30,1.000,10,13.0,7.0,0.0,0.0,Green
30,1.000,11,6.0,-1.0,0.0,0.0,Green
30,1.000,12,1.0,-1.0,0.0,0.0,Green
30,1.000,13,2.0,-1.0,0.0,0.0,Green
30,1.000,14,10.0,5.0,0.0,0.0,Green
30,1.000,15,5.0,-3.0,0.0,0.0,Green
31,1.033,0,0.0,0.0,0.0,0.0,Green
31,1.033,1,0.0,-1.0,0.0,0.0,Green
31,1.033,2,0.0,0.0,0.0,0.0,Green
31,1.033,3,1.0,1.0,0.0,0.0,Green
31,1.033,4,0.0,0.0,0.0,0.0,Green
31,1.033,5,4.0,5.0,0.0,0.0,Green
31,1.033,6,1.0,-2.0,0.0,0.0,Green
31,1.033,7,3.0,-4.0,0.0,0.0,Green
31,1.033,8,2.0,-3.0,0.0,0.0,Green
31,1.033,9,1.0,1.0,0.0,0.0,Green
31,1.033,10,12.0,-5.0,0.0,0.0,Green
31,1.033,11,7.0,1.0,0.0,0.0,Green
31,1.033,12,3.0,3.0,0.0,0.0,Green
31,1.033,13,3.0,1.0,0.0,0.0,Green
31,1.033,14,6.0,-8.0,0.0,0.0,Green
31,1.033,15,4.0,-1.0,0.0,0.0,Green
32,1.067,0,0.0,0.0,0.0,0.0,Green
32,1.067,1,1.0,2.0,0.0,0.0,Green
32,1.067,2,0.0,0.0,0.0,0.0,Green
32,1.067,3,1.0,-1.0,0.0,0.0,Green
32,1.067,4,0.0,0.0,0.0,0.0,Green
32,1.067,5,1.0,-6.0,0.0,0.0,Green
32,1.067,6,2.0,2.0,0.0,0.0,Green
32,1.067,7,5.0,5.0,0.0,0.0,Green
32,1.067,8,1.0,0.0,0.0,0.0,Green
32,1.067,9,1.0,0.0,0.0,0.0,Green
